City,Bedrooms,Building Area (m²),Land Area (m²),Price
bogor,3,100,120,750000000
bogor,4,220,136,2200000000
bogor,3,69,60,1200000000
bogor,5,400,330,6500000000
bogor,3,100,72,800000000
bogor,2,160,90,1100000000
bogor,3,57,60,1300000000
bogor,3,88,120,2000000000
bogor,5,240,119,1080000000
bogor,8,500,600,7900000000
bogor,2,65,117,900000000
bogor,2,90,120,1200000000
bogor,3,118,165,2800000000
bogor,4,200,120,1750000000
bogor,3,105,72,870000000
bogor,2,85,180,1000000000
bogor,4,69,90,625000000
bogor,3,95,162,1750000000
bogor,3,120,744,3100000000
bogor,3,105,105,1000000000
bogor,3,100,96,1900000000
bogor,5,144,72,750000000
bogor,5,300,199,1800000000
bogor,3,96,160,2000000000
bogor,3,120,157,1700000000
bogor,4,280,200,3250000000
bogor,3,240,136,2500000000
bogor,4,140,112,1400000000
bogor,4,180,171,1850000000
bogor,5,243,300,4900000000
bogor,2,60,72,1290000000
bogor,2,40,84,600000000
bogor,3,90,105,1020000000
bogor,3,110,186,1380000000
bogor,5,288,449,5000000000
bogor,3,90,105,1300000000
bogor,4,150,180,560000000
bogor,4,375,400,6800000000
bogor,4,244,264,4300000000
bogor,3,100,105,1600000000
bogor,3,56,112,1050000000
bogor,3,100,298,2300000000
bogor,2,105,54,850000000
bogor,3,170,171,1890000000
bogor,4,200,144,2200000000
bogor,2,69,128,800000000
bogor,2,78,108,1400000000
bogor,4,350,300,4500000000
bogor,4,108,90,1800000000
bogor,4,140,160,1490000000
bogor,3,150,144,2500000000
bogor,4,300,180,2750000000
bogor,2,45,62,662000000
bogor,2,56,72,560000000
bogor,2,120,90,1400000000
bogor,3,100,100,680000000
bogor,4,250,180,2600000000
bogor,3,153,180,1850000000
bogor,5,136,180,2200000000
bogor,3,168,105,1300000000
bogor,3,162,108,1040000000
bogor,3,75,136,1680000000
bogor,4,45,90,910000000
bogor,1,28,179,990000000
bogor,1,28,179,960000000
bogor,2,40,70,728000000
bogor,2,48,65,600000000
bogor,4,110,119,750000000
bogor,3,90,90,995000000
bogor,3,250,180,2700000000
bogor,3,90,120,850000000
bogor,3,75,112,695500000
bogor,2,60,90,860000000
bogor,3,100,120,1800000000
bogor,6,400,300,3000000000
bogor,2,54,105,850000000
bogor,7,300,257,2000000000
bogor,3,175,112,1900000000
bogor,4,180,200,1990000000
bogor,3,120,160,1850000000
bogor,4,217,300,3300000000
bogor,3,150,120,910000000
bogor,4,120,150,1500000000
bogor,4,320,200,3500000000
bogor,2,54,90,800000000
bogor,2,78,78,1000000000
bogor,6,500,346,5000000000
bogor,2,75,167,1200000000
bogor,2,59,105,1500000000
bogor,4,175,120,1850000000
bogor,2,60,90,870000000
bogor,3,120,128,1650000000
bogor,4,240,152,1800000000
bogor,4,250,198,2990000000
bogor,2,66,66,540000000
bogor,2,45,105,810000000
bogor,3,250,208,1250000000
bogor,4,150,169,1750000000
bogor,5,180,240,2900000000
bogor,4,180,171,1950000000
bogor,3,144,72,1400000000
bogor,2,70,84,540000000
bogor,5,800,495,7000000000
bogor,6,300,230,2900000000
bogor,2,45,72,1370000000
bogor,3,110,186,1540000000
bogor,3,90,136,1480000000
bogor,3,100,112,1650000000
bogor,4,196,144,2000000000
bogor,4,108,130,2200000000
bogor,4,120,144,1800000000
bogor,5,250,162,1900000000
bogor,4,250,189,1950000000
bogor,4,171,171,3750000000
bogor,4,200,120,1360000000
bogor,3,60,140,1120000000
bogor,3,150,248,3800000000
bogor,2,200,100,900000000
bogor,2,70,93,690000000
bogor,3,120,180,1800000000
bogor,6,500,394,5200000000
bogor,4,180,144,1650000000
bogor,4,108,130,2200000000
bogor,3,150,152,1750000000
bogor,6,220,171,2500000000
bogor,2,43,60,1550000000
bogor,4,151,135,1500000000
bogor,5,170,180,1500000000
bogor,3,125,190,3300000000
bogor,3,160,136,1850000000
bogor,4,200,160,2750000000
bogor,3,110,120,1700000000
bogor,3,100,120,1000000000
bogor,6,700,622,8000000000
bogor,4,200,133,1490000000
bogor,4,340,200,3350000000
bogor,4,200,135,2049999999
bogor,3,115,135,1580000000
bogor,3,170,180,1550000000
bogor,2,48,70,590000000
bogor,4,189,220,3700000000
bogor,3,120,119,1250000000
bogor,6,200,90,1150000000
bogor,2,48,65,550000000
bogor,2,62,52,1450000000
bogor,6,600,693,9950000000
bogor,5,300,220,2950000000
bogor,5,280,160,2100000000
bogor,5,200,180,3500000000
bogor,3,60,140,1120000000
bogor,5,170,180,1600000000
bogor,3,70,72,425000000
bogor,3,97,72,1700000000
bogor,4,260,150,1900000000
bogor,3,81,96,1200000000
bogor,3,189,200,1990000000
bogor,3,150,105,1850000000
bogor,2,70,90,750000000
bogor,4,250,160,1700000000
bogor,3,150,129,1700000000
bogor,3,80,132,1250000000
bogor,2,45,112,1000000000
bogor,3,185,136,1900000000
bogor,3,150,171,2700000000
bogor,2,78,108,1400000000
bogor,2,70,120,1250000000
bogor,2,48,67,714000000
bogor,3,88,128,1850000000
bogor,4,200,180,2100000000
bogor,2,75,195,910000000
bogor,2,70,60,1500000000
bogor,4,150,90,950000000
bogor,4,170,379,4000000000
bogor,2,70,105,850000000
bogor,3,125,60,600000000
bogor,2,115,106,1650000000
bogor,4,158,121,1040000000
bogor,2,170,90,590000000
bogor,2,50,84,670000000
bogor,5,200,194,1770000000
bogor,7,200,150,1500000000
bogor,4,105,128,1800000000
bogor,3,200,120,1430000000
bogor,3,107,128,1950000000
bogor,4,125,105,980000000
bogor,4,110,119,1000000000
bogor,4,200,119,1200000000
bogor,3,250,250,1500000000
bogor,2,45,62,643000000
bogor,2,45,74,460000000
bogor,4,180,144,2250000000
bogor,4,100,200,1800000000
bogor,3,85,135,1100000000
bogor,3,70,60,1500000000
bogor,2,45,90,990000000
bogor,3,200,133,1650000000
bogor,4,180,144,2250000000
bogor,6,500,346,5000000000
bogor,3,280,120,2300000000
bogor,5,250,149,1550000000
bogor,4,120,105,1500000000
bogor,5,423,589,3000000000
bogor,5,250,160,1900000000
bogor,4,160,180,2100000000
bogor,4,100,136,1500000000
bogor,3,300,202,2950000000
bogor,3,300,202,2950000000
bogor,3,72,60,820000000
bogor,2,69,128,800000000
bogor,3,200,119,1500000000
bogor,3,100,176,1400000000
bogor,3,215,200,1400000000
bogor,5,270,200,2900000000
bogor,3,88,120,2200000000
bogor,4,400,264,4200000000
bogor,2,72,72,650000000
bogor,3,200,157,4000000000
bogor,3,150,152,1750000000
bogor,4,169,112,2250000000
bogor,2,90,120,725000000
bogor,3,75,72,750000000
bogor,2,46,90,849000000
bogor,4,150,90,750000000
bogor,4,110,136,1150000000
bogor,2,54,72,420000000
bogor,4,250,378,2600000000
bogor,4,200,221,2300000000
bogor,3,86,45,880000000
bogor,3,60,50,750000000
bogor,3,150,133,1750000000
bogor,2,100,72,800000000
bogor,6,450,276,3400000000
bogor,3,153,120,1600000000
bogor,4,153,180,1900000000
bogor,4,180,200,3500000000
bogor,3,120,70,950000000
bogor,3,110,136,1150000000
bogor,2,84,105,1300000000
bogor,2,95,150,1500000000
bogor,3,170,242,4700000000
bogor,3,90,175,1500000000
bogor,4,180,180,3100000000
bogor,2,63,112,800000000
bogor,3,65,72,1340000000
bogor,3,69,75,920000000
bogor,5,200,200,3250000000
bogor,3,80,46,800000000
bogor,3,72,60,820000000
bogor,3,80,46,800000000
bogor,3,90,83,1320000000
bogor,4,176,79,1900000000
bogor,3,120,136,1800000000
bogor,2,60,90,800000000
bogor,2,93,70,695000000
bogor,3,120,96,1050000000
bogor,3,110,105,1450000000
bogor,3,106,120,1890000000
bogor,5,200,144,2000000000
bogor,4,170,242,4700000000
bogor,3,112,161,3200000000
bogor,3,150,133,1750000000
bogor,2,120,120,1000000000
bogor,3,70,72,750000000
bogor,2,100,72,800000000
bogor,6,350,200,3250000000
bogor,3,131,136,2100000000
bogor,3,110,90,765000000
bogor,5,350,200,2950000000
bogor,4,700,630,8500000000
bogor,4,70,110,1050000000
bogor,5,189,220,3900000000
bogor,5,250,180,3500000000
bogor,3,60,50,750000000
bogor,3,60,43,710000000
bogor,3,60,43,710000000
bogor,5,150,200,2100000000
bogor,3,69,96,1300000000
bogor,3,200,136,1950000000
bogor,3,120,82,925000000
bogor,4,220,135,1500000000
bogor,5,530,349,5500000000
bogor,3,130,120,1700000000
bogor,2,70,93,695000000
bogor,2,65,117,900000000
bogor,3,100,128,1700000000
bogor,4,200,160,1250000000
bogor,3,65,72,1330000000
bogor,3,90,113,850000000
bogor,3,200,248,1100000000
bogor,4,221,216,875100000
bogor,4,450,300,6800000000
bogor,3,180,144,1800000000
bogor,3,100,120,1500000000
bogor,4,240,264,4500000000
bogor,3,60,50,750000000
bogor,3,60,43,710000000
bogor,3,120,105,1650000000
bogor,6,300,375,4300000000
bogor,4,200,180,1350000000
bogor,3,220,120,1850000000
bogor,2,78,72,869000000
bogor,3,81,96,1200000000
bogor,4,165,128,1850000000
bogor,6,400,320,2950000000
bogor,2,54,79,600000000
bogor,5,170,180,1700000000
bogor,2,70,90,1150000000
bogor,4,381,394,9850000000
bogor,2,180,126,1800000000
bogor,5,420,210,6200000000
bogor,4,200,150,2680000000
bogor,4,381,315,8850000000
bogor,6,550,600,10000000000
bogor,4,280,300,4500000000
bogor,2,80,142,1500000000
bogor,6,1200,1500,11900000000
bogor,4,200,180,2800000000
bogor,4,381,394,8980000000
bogor,4,381,397,9620000000
bogor,4,381,397,8470000000
bogor,2,70,203,1500000000
bogor,5,290,330,5200000000
bogor,7,340,375,4850000000
bogor,4,381,397,9290000000
bogor,4,200,180,2790000000
bogor,2,68,60,1250000000
bogor,5,250,170,1250000000
bogor,3,60,78,650000000
bogor,3,88,162,1750000000
bogor,2,36,78,599000000
bogor,2,140,90,950000000
bogor,3,80,120,1150000000
bogor,3,150,97,850000000
bogor,2,60,57,1500000000
bogor,2,75,50,575000000
bogor,3,120,120,1700000000
bogor,4,180,136,1750000000
bogor,3,100,119,1150000000
bogor,2,45,62,629000000
bogor,3,120,156,1600000000
bogor,4,260,208,2600000000
bogor,4,80,78,575000000
bogor,4,250,180,2600000000
bogor,3,110,160,1400000000
bogor,3,170,128,2049999999
bogor,2,36,78,550000000
bogor,2,100,192,800000000
bogor,3,100,165,2000000000
bogor,3,160,112,1600000000
bogor,4,572,750,10800000000
bogor,3,150,171,2900000000
bogor,2,45,213,1500000000
bogor,4,160,90,1100000000
bogor,3,120,136,1400000000
bogor,3,153,162,2500000000
bogor,3,60,70,1500000000
bogor,3,153,162,2400000000
bogor,3,185,136,1900000000
bogor,3,100,128,1900000000
bogor,3,120,120,1700000000
bogor,3,200,300,2850000000
bogor,2,40,62,642000000
bogor,4,300,240,5500000000
bogor,2,60,105,1100000000
bogor,2,45,70,781000000
bogor,3,60,115,800000000
bogor,4,250,197,3000000000
bogor,3,160,245,950000000
bogor,2,60,105,1100000000
bogor,3,180,180,1900000000
bogor,2,64,81,599000000
bogor,2,45,112,650000000
bogor,4,120,105,1600000000
bogor,3,94,105,1750000000
bogor,2,90,112,920000000
bogor,2,42,81,550000000
bogor,3,110,120,1900000000
bogor,3,106,84,2000000000
bogor,3,120,120,1700000000
bogor,4,200,220,2800000000
bogor,3,84,78,690000000
bogor,3,60,70,765000000
bogor,2,45,72,990000000
bogor,2,65,108,850000000
bogor,2,90,120,1200000000
bogor,3,153,162,2500000000
bogor,3,136,198,2900000000
bogor,2,45,62,650000000
bogor,4,250,255,2400000000
bogor,3,144,260,1900000000
bogor,3,180,162,1750000000
bogor,3,95,216,1900000000
bogor,4,166,153,3500000000
bogor,4,200,180,1800000000
bogor,2,120,144,1800000000
bogor,2,70,112,1000000000
bogor,4,450,1102,7600000000
bogor,3,200,162,2000000000
bogor,3,250,300,3000000000
bogor,4,100,119,995000000
bogor,3,170,128,1550000000
bogor,3,200,174,1900000000
bogor,3,120,60,390000000
bogor,6,200,198,2700000000
bogor,2,48,125,900000000
bogor,2,45,90,800000000
bogor,4,210,120,1580000000
bogor,4,104,128,1850000000
bogor,4,185,200,2250000000
bogor,5,298,200,2800000000
bogor,4,369,479,5500000000
bogor,4,270,220,3650000000
depok,4,150,210,2150000000
bogor,3,120,136,1800000000
bogor,7,350,260,6000000000
bogor,4,180,158,1500000000
bogor,2,45,72,550000000
bogor,4,218,341,3100000000
bogor,3,150,78,1200000000
bogor,4,200,221,3000000000
bogor,2,102,90,999000000
bogor,2,75,112,1100000000
bogor,4,180,134,900000000
bogor,3,121,118,2500000000
bogor,2,59,105,1100000000
bogor,3,115,248,3100000000
bogor,6,160,162,2900000000
bogor,3,160,165,1400000000
bogor,4,390,220,3650000000
bogor,4,250,180,2370000000
bogor,3,160,128,1550000000
bogor,3,145,160,1100000000
bogor,3,100,160,1500000000
bogor,2,60,96,950000000
bogor,2,52,90,1100000000
bogor,3,90,180,2000000000
bogor,7,300,257,1700000000
bogor,2,100,192,800000000
bogor,3,200,180,2800000000
bogor,2,90,80,1150000000
bogor,5,350,200,3300000000
bogor,5,160,180,1700000000
bogor,5,240,264,4250000000
bogor,3,120,160,1400000000
bogor,3,150,90,1500000000
bogor,5,227,255,2500000000
bogor,3,150,156,1250000000
bogor,2,50,144,1400000000
bogor,2,66,36,200000000
bogor,2,46,132,980000000
bogor,5,144,72,800000000
bogor,4,320,300,2860000000
bogor,2,40,72,475000000
bogor,3,200,112,1450000000
bogor,3,157,162,3500000000
bogor,3,80,150,1400000000
bogor,4,150,187,2200000000
bogor,3,250,328,2200000000
bogor,3,250,240,2900000000
bogor,4,200,200,2600000000
bogor,4,202,200,4950000000
bogor,4,180,180,1800000000
bogor,4,120,136,1350000000
bogor,4,180,162,1750000000
bogor,3,140,176,1770000000
bogor,3,300,243,4200000000
bogor,3,150,144,1330000000
bogor,3,90,105,2210000000
bogor,2,100,90,1100000000
bogor,2,38,60,1100000000
bogor,2,250,177,2500000000
bogor,5,225,248,2800000000
bogor,4,250,375,4900000000
bogor,4,300,240,3400000000
bogor,5,261,159,1770000000
bogor,5,370,465,6500000000
bogor,2,48,105,560000000
bogor,5,250,132,2200000000
bogor,6,200,277,3100000000
bogor,4,250,177,2500000000
bogor,3,120,90,1100000000
bogor,3,200,248,2750000000
bogor,2,46,72,590000000
bogor,5,300,308,3600000000
bogor,4,200,300,2900000000
bogor,4,200,126,2750000000
bogor,4,300,581,8500000000
bogor,5,393,684,6500000000
bogor,5,205,200,5500000000
bogor,4,100,126,2300000000
bogor,4,89,126,1900000000
bogor,5,393,684,6500000000
bogor,3,173,200,2800000000
bogor,3,170,245,2500000000
bogor,2,80,84,850000000
bogor,4,182,180,3900000000
bogor,4,220,177,2700000000
bogor,2,120,81,1500000000
bogor,4,450,326,4500000000
bogor,3,135,200,2900000000
bogor,3,250,252,3950000000
bogor,5,525,420,8800000000
bogor,5,650,420,12000000000
bogor,5,170,158,2850000000
bogor,3,150,171,1750000000
bogor,3,160,105,1800000000
bogor,2,40,72,1050000000
bogor,3,160,108,1600000000
bogor,3,170,105,1600000000
bogor,2,30,60,185000000
bogor,5,325,200,3350000000
bogor,11,700,1441,24750000000
bogor,5,525,420,8700000000
bogor,3,300,243,4200000000
bogor,4,260,257,3700000000
bogor,3,91,123,3000000000
bogor,5,350,543,6500000000
bogor,8,500,1100,12500000000
bogor,6,450,255,3500000000
bogor,11,600,1500,27000000000
bogor,2,84,84,800000000
bogor,2,60,60,400000000
bogor,3,100,90,775000000
bogor,5,230,171,2500000000
bogor,3,100,163,1500000000
bogor,3,73,94,876890000
bogor,2,83,120,1500000000
bogor,8,700,272,8000000000
bogor,3,73,92,852680000
bogor,4,250,224,3500000000
bogor,4,250,320,3700000000
bogor,2,41,70,345000000
bogor,3,150,120,1600000000
bogor,4,235,224,3000000000
bogor,5,200,200,2400000000
bogor,4,225,210,5800000000
bogor,4,190,212,3500000000
bogor,3,200,168,1750000000
bogor,5,235,224,2600000000
bogor,4,350,400,3100000000
bogor,4,125,91,2900000000
bogor,3,70,90,800000000
bogor,2,45,90,700000000
bogor,4,200,277,3100000000
bogor,3,182,180,4000000000
bogor,4,250,320,3600000000
bogor,5,314,378,8800000000
bogor,4,170,171,2100000000
bogor,3,105,126,1700000000
bogor,3,120,180,1200000000
bogor,2,60,60,400000000
bogor,5,180,216,2650000000
bogor,4,150,105,1250000000
bogor,5,230,248,2700000000
bogor,4,177,119,4070000000
bogor,3,50,70,595000000
bogor,4,178,120,4000000000
bogor,3,180,377,4000000000
bogor,4,178,120,3860000000
bogor,3,101,151,2500000000
bogor,4,200,248,2750000000
bogor,4,400,300,7000000000
bogor,3,500,2741,50000000000
bogor,4,235,224,2600000000
bogor,4,180,276,5000000000
bogor,4,180,276,5000000000
bogor,4,310,299,4000000000
bogor,5,450,261,5500000000
bogor,1,43,90,650000000
bogor,4,190,212,3500000000
bogor,4,120,84,1180000000
bogor,3,300,243,4500000000
bogor,4,253,224,2600000000
bogor,2,75,180,1750000000
bogor,4,248,248,2750000000
bogor,3,196,162,3000000000
bogor,3,60,90,499500000
bogor,2,39,97,1500000000
bogor,3,300,243,4500000000
bogor,3,101,126,2500000000
bogor,5,525,420,8800000000
bogor,2,250,177,2600000000
bogor,3,50,60,485000000
bogor,4,390,281,6500000000
bogor,5,390,281,6500000000
bogor,4,200,216,2800000000
bogor,4,400,300,7000000000
bogor,5,525,420,8800000000
bogor,4,160,290,4500000000
bogor,4,200,180,2300000000
bogor,2,162,81,1500000000
bogor,4,250,320,3700000000
bogor,4,176,120,3800000000
bogor,3,300,120,1490000000
bogor,2,150,200,1800000000
bogor,3,196,162,3000000000
bogor,5,370,465,6500000000
bogor,3,120,216,3000000000
bogor,4,400,525,5900000000
bogor,5,600,475,11000000000
bogor,4,120,252,3000000000
bogor,3,60,60,500000000
bogor,1,33,90,550000000
bogor,4,220,275,2000000000
bogor,5,400,281,6500000000
bogor,4,175,158,2700000000
bogor,4,400,853,8000000000
bogor,4,500,1158,14500000000
bogor,5,550,368,8800000000
bogor,4,250,187,2650000000
bogor,4,200,270,3000000000
bogor,4,300,248,2800000000
bogor,5,170,158,2850000000
bogor,2,30,60,468790000
bogor,2,33,60,580000000
bogor,4,390,281,6500000000
bogor,3,280,265,4500000000
bogor,4,285,265,4500000000
bogor,2,80,80,750000000
bogor,2,60,96,1100000000
bogor,3,36,98,500000000
bogor,5,350,550,6500000000
bogor,3,117,108,1210000000
bogor,5,250,299,4200000000
bogor,5,333,565,6500000000
bogor,3,300,150,2900000000
bogor,4,423,600,7000000000
bogor,3,250,177,2500000000
bogor,3,150,105,1600000000
bogor,2,80,136,1050000000
bogor,3,148,200,1500000000
bogor,3,140,90,1400000000
bogor,3,200,90,1500000000
bogor,2,58,90,650000000
bogor,5,500,403,8000000000
bogor,3,188,128,4000000000
bogor,3,90,90,1200000000
bogor,2,50,72,575000000
bogor,3,200,216,2700000000
bogor,2,65,90,600000000
bogor,4,100,90,850000000
bogor,4,250,312,5200000000
bogor,5,780,645,10000000000
bogor,5,1000,867,18000000000
bogor,3,150,105,1600000000
bogor,4,190,212,3500000000
bogor,3,280,265,4500000000
bogor,3,180,315,2600000000
bogor,2,56,56,1600000000
bogor,4,325,290,3900000000
bogor,3,115,72,1000000000
bogor,2,130,90,1100000000
bogor,3,150,84,1000000000
bogor,2,70,90,800000000
bogor,3,65,90,900000000
bogor,2,21,68,400000000
bogor,3,90,90,550000000
bogor,4,180,90,1950000000
bogor,2,33,50,678000000
bogor,2,58,108,1350000000
bogor,2,53,90,800000000
bogor,4,300,265,4500000000
bogor,3,170,105,1650000000
bogor,4,250,772,8000000000
bogor,5,200,320,2800000000
bogor,4,120,84,1150000000
bogor,4,220,180,2300000000
bogor,2,72,102,680000000
bogor,11,700,1441,25000000000
bogor,2,150,260,2500000000
bogor,4,170,105,1600000000
bogor,2,68,240,1350000000
bogor,3,140,90,1400000000
bogor,6,513,1830,7000000000
bogor,3,101,120,2500000000
bogor,4,510,490,7500000000
bogor,2,80,136,1050000000
bogor,3,70,90,950000000
bogor,4,182,180,3900000000
bogor,3,160,180,2700000000
bogor,2,110,90,775000000
bogor,4,300,261,3200000000
bogor,5,1100,1577,35000000000
bogor,4,281,390,6500000000
bogor,4,200,316,3000000000
bogor,3,110,130,3700000000
bogor,4,125,91,2900000000
bogor,2,168,160,1750000000
bogor,4,300,240,3200000000
bogor,3,220,240,2650000000
bogor,3,150,250,3200000000
bogor,5,700,1175,26000000000
bogor,4,222,448,6500000000
bogor,2,300,535,3950000000
bogor,4,350,350,6000000000
bogor,4,150,205,3700000000
bogor,5,300,219,3900000000
bogor,4,300,243,4200000000
bogor,3,300,287,3950000000
bogor,4,140,136,1800000000
bogor,4,300,700,4600000000
bogor,3,250,328,3850000000
bogor,5,550,518,11000000000
bogor,2,65,90,1150000000
bogor,3,80,90,900000000
bogor,3,130,126,1750000000
bogor,5,450,300,5500000000
bogor,6,500,430,7500000000
bogor,3,500,1153,15500000000
bogor,3,200,120,2000000000
bogor,4,350,400,4800000000
bogor,2,45,90,750000000
bogor,3,312,120,2300000000
bogor,4,180,200,3000000000
bogor,4,200,205,3000000000
bogor,4,210,322,4500000000
bogor,3,250,489,3700000000
bogor,11,286,620,4500000000
bogor,3,400,696,10000000000
bogor,5,180,220,2650000000
bogor,4,310,355,6000000000
bogor,3,150,171,1750000000
bogor,3,160,306,3500000000
bogor,4,250,180,2300000000
bogor,4,300,735,15000000000
bogor,5,180,216,2650000000
bogor,4,450,956,14000000000
bogor,2,90,216,1700000000
bogor,7,450,255,3500000000
bogor,5,300,582,5500000000
bogor,4,300,351,6000000000
bogor,8,537,300,4500000000
bogor,4,400,498,5500000000
bogor,4,350,440,4500000000
bogor,4,220,275,2100000000
bogor,4,300,299,4800000000
bogor,2,46,72,1180000000
bogor,2,46,131,1880000000
bogor,3,125,185,2800000000
bogor,4,160,248,3500000000
bogor,5,300,459,4500000000
bogor,6,550,420,12000000000
bogor,3,200,575,3800000000
bogor,6,450,155,3800000000
bogor,5,250,413,5000000000
bogor,3,90,126,1400000000
bogor,3,70,270,2000000000
bogor,3,350,216,3750000000
bogor,3,176,120,3600000000
bogor,3,178,1062,4000000000
bogor,3,250,772,8000000000
bogor,2,33,50,580000000
bogor,4,84,120,1250000000
bogor,3,65,90,875000000
bogor,5,190,200,2600000000
bogor,2,89,88,1600000000
bogor,2,55,90,800000000
bogor,4,178,120,4070000000
bogor,4,180,243,4099999999
bogor,3,300,120,1490000000
bogor,3,70,90,950000000
bogor,4,285,265,4500000000
bogor,4,155,379,3800000000
bogor,3,148,200,1700000000
bogor,4,90,90,950000000
bogor,4,200,265,2600000000
bogor,2,131,252,2200000000
bogor,3,63,96,545770000
bogor,4,170,105,1600000000
bogor,3,90,90,1200000000
bogor,3,400,1153,15500000000
bogor,3,105,126,2000000000
bogor,3,230,265,4200000000
bogor,4,550,518,11000000000
bogor,3,148,200,1700000000
bogor,3,300,287,3950000000
bogor,4,250,328,4500000000
bogor,3,230,300,2500000000
bogor,3,302,243,4500000000
bogor,2,52,102,1380000000
bogor,3,90,126,1400000000
bogor,4,200,275,2100000000
bogor,2,80,126,850000000
bogor,2,60,240,1300000000
bogor,6,300,509,5500000000
bogor,6,450,155,3800000000
bogor,3,120,90,1200000000
bogor,3,120,90,1200000000
bogor,5,314,378,10090000000
bogor,7,250,6500,5000000000
bogor,3,40,60,475000000
bogor,6,550,450,12500000000
bogor,4,170,105,1600000000
bogor,2,50,72,575000000
bogor,3,204,120,1500000000
bogor,3,120,180,1350000000
bogor,3,62,96,542900000
bogor,4,86,90,1000000000
bogor,4,300,248,2800000000
bogor,5,600,620,5500000000
bogor,3,250,350,2500000000
bogor,3,70,90,950000000
bogor,3,40,60,475000000
bogor,4,100,136,1500000000
bogor,4,150,126,1600000000
bogor,7,1200,1722,40000000000
bogor,8,850,1300,25000000000
bogor,2,90,90,950000000
bogor,4,350,610,4500000000
bogor,4,180,2250,3200000000
bogor,4,225,120,2300000000
bogor,3,100,128,950000000
bogor,3,170,521,4550000000
bogor,4,230,265,4500000000
bogor,3,90,105,1500000000
bogor,5,250,264,4200000000
bogor,6,270,210,3250000000
bogor,7,700,1610,19500000000
bogor,5,700,661,10000000000
bogor,7,580,450,10500000000
bogor,5,525,420,8800000000
bogor,4,335,3000,4000000000
bogor,6,290,240,4000000000
bogor,8,1100,1577,30000000000
bogor,5,171,156,2800000000
bogor,5,350,1159,16000000000
bogor,4,150,180,2100000000
bogor,2,50,84,1800000000
bogor,6,635,730,5400000000
bogor,3,160,105,1800000000
bogor,4,200,264,1850000000
bogor,6,250,690,5200000000
bogor,3,80,105,1300000000
bogor,4,500,1153,16000000000
bogor,5,560,447,7900000000
bogor,2,85,90,830000000
bogor,3,160,102,1700000000
bogor,5,350,220,3400000000
bogor,3,190,225,2950000000
bogor,3,125,90,985000000
bogor,4,300,551,8500000000
bogor,4,200,260,1900000000
bogor,3,90,204,3200000000
bogor,4,200,220,2500000000
bogor,3,170,521,4500000000
bogor,5,300,589,5900000000
bogor,7,650,430,12000000000
bogor,4,180,286,3500000000
bogor,4,250,550,5500000000
bogor,5,225,315,3500000000
bogor,3,180,286,3700000000
bogor,3,100,136,1000000000
bogor,2,50,72,575000000
bogor,3,85,85,1070000000
bogor,3,234,208,3000000000
bogor,3,160,90,1500000000
bogor,3,234,208,3000000000
bogor,2,100,122,850000000
bogor,4,362,338,5200000000
bogor,2,44,60,1200000000
bogor,3,302,585,4500000000
bogor,2,60,135,1500000000
bogor,3,60,72,590000000
bogor,2,55,90,900000000
bogor,3,350,216,3750000000
bogor,3,500,2741,50000000000
bogor,2,43,72,600000000
bogor,7,250,650,5000000000
bogor,4,180,276,5000000000
bogor,3,160,90,1500000000
bogor,5,180,255,2900000000
bogor,4,400,300,7000000000
bogor,3,100,81,785000000
bogor,3,300,120,1490000000
bogor,3,120,72,950000000
bogor,2,100,90,650000000
bogor,2,65,90,650000000
bogor,2,130,137,1250000000
bogor,2,44,60,1200000000
bogor,3,234,208,3000000000
bogor,3,105,126,1900000000
bogor,5,248,248,2750000000
bogor,2,100,122,850000000
bogor,4,227,180,2500000000
bogor,4,500,953,15000000000
bogor,4,148,200,2000000000
bogor,5,200,248,3500000000
bogor,8,625,347,8000000000
bogor,2,39,97,1500000000
bogor,3,70,126,1000000000
bogor,2,105,105,1000000000
bogor,4,225,252,3700000000
bogor,5,600,272,8000000000
bogor,5,400,585,9800000000
bogor,2,60,90,600000000
bogor,2,50,72,700000000
bogor,3,230,265,4500000000
bogor,4,250,277,4000000000
bogor,4,300,180,3500000000
bogor,3,72,130,750000000
bogor,2,40,70,560000000
bogor,2,65,72,750000000
bogor,2,162,81,1550000000
bogor,3,196,162,3000000000
bogor,4,180,263,3000000000
bogor,2,75,90,650000000
bogor,2,200,350,3000000000
bogor,2,168,160,1750000000
bogor,3,105,126,1700000000
bogor,2,150,700,1500000000
bogor,3,230,265,4500000000
bogor,3,100,300,3000000000
bogor,5,160,133,1600000000
bogor,2,55,81,550000000
bogor,4,200,420,4900000000
bogor,4,180,120,1500000000
bogor,4,200,220,3800000000
bogor,5,900,1069,23000000000
bogor,2,50,72,650000000
bogor,6,700,600,10500000000
bogor,2,58,108,950000000
bogor,3,100,100,1100000000
bogor,3,150,180,2000000000
bogor,3,125,144,1700000000
bogor,3,70,162,1700000000
bogor,10,2500,4758,98000000000
bogor,4,180,220,2650000000
bogor,4,228,248,2850000000
bogor,4,280,248,2750000000
bogor,4,600,1536,35000000000
bogor,3,230,265,4500000000
bogor,2,33,88,560000000
bogor,4,120,162,2210000000
bogor,2,61,225,2470000000
bogor,5,360,442,5000000000
bogor,4,250,300,5000000000
bogor,3,125,328,2600000000
bogor,7,600,1118,16500000000
bogor,4,350,600,6500000000
bogor,3,70,216,1690000000
bogor,3,140,90,1600000000
